Well,Protein Name,Gene Symbol,Cq_mr108_pos,Cq_mr111_pos,Cq_mr113_pos,Cq_mr89_pos,Cq_mr97_pos,Cq_mr98_pos,Cq_mr108_neg,Cq_mr111_neg,Cq_mr113_neg,Cq_mr89_neg,Cq_mr97_neg,Cq_mr98_neg,Class,TWS opdeling,Norm_mr108_pos,Norm_mr111_pos,Norm_mr113_pos,Norm_mr89_pos,Norm_mr97_pos,Norm_mr98_pos,Norm_mr108_neg,Norm_mr111_neg,Norm_mr113_neg,Norm_mr89_neg,Norm_mr97_neg,Norm_mr98_neg,log2_Norm_mr108_pos,log2_Norm_mr111_pos,log2_Norm_mr113_pos,log2_Norm_mr89_pos,log2_Norm_mr97_pos,log2_Norm_mr98_pos,log2_Norm_mr108_neg,log2_Norm_mr111_neg,log2_Norm_mr113_neg,log2_Norm_mr89_neg,log2_Norm_mr97_neg,log2_Norm_mr98_neg,pvalues,-log10(pvalue),log2_FC
P11,Olfactory receptor 78,Olfr78,35.96,40,36.68,33.14,33.45,40,33.99,35.96,33.69,35.79,40,40,A,Olfactory receptors,0.514056913,0.03125,0.312082637,3.630076621,2.928171392,0.03125,2.0139111,0.514056913,2.4794154,0.578344092,0.03125,0.03125,-0.96,-5,-1.68,1.86,1.55,-5,1.01,-0.96,1.31,-0.79,-5,-5,0.984578175,0.006749795,0.033333333
P12,Olfactory receptor 558,Olfr558,31.77,40,30,40,28.26,34.73,28.43,29.65,31.59,29.73,40,40,A,Olfactory receptors,9.382679594,0.03125,32,0.03125,106.8912537,1.205807828,95.00950852,40.78594007,10.62948651,38.58585049,0.03125,0.03125,3.23,-5,5,-5,6.74,0.27,6.57,5.35,3.41,5.27,-5,-5,0.771483033,0.112673621,-0.893333333
P13,Olfactory receptor 95,Olfr95,40,34.92,40,30.89,26.07,28.97,33.98,35.3,28.32,34.9,31.81,40,A,Olfactory receptors,0.03125,1.057018041,0.03125,17.26765178,487.750655,65.34477605,2.02791896,0.812252396,102.5369443,1.071773463,9.126109727,0.03125,-5,0.08,-5,4.11,8.93,6.03,1.02,-0.3,6.68,0.1,3.19,-5,0.843998141,0.07365851,0.576666667
P14,Olfactory receptor 569,Olfr569,35.86,40,34.01,40,40,40,34.8,35.65,34.13,40,40,40,A,Olfactory receptors,0.550952558,0.03125,1.986184991,0.03125,0.03125,0.03125,1.148698355,0.637280314,1.8276629,0.03125,0.03125,0.03125,-0.86,-5,0.99,-5,-5,-5,0.2,-0.65,0.87,-5,-5,-5,0.593481245,0.226593001,-0.881666667
P15,Olfactory receptor 629,Olfr629,37.23,40,35.59,40,40,39.23,36.12,36.1,34.59,40,40,40,A,Olfactory receptors,0.213158723,0.03125,0.664342907,0.03125,0.03125,0.053289681,0.460093825,0.466516496,1.328685814,0.03125,0.03125,0.03125,-2.23,-5,-0.59,-5,-5,-4.23,-1.12,-1.1,0.41,-5,-5,-5,0.504399726,0.297225158,-0.873333333
P16,Olfactory receptor 1079,Olfr1079,34.87,40,33.74,37.61,40,40,34.84,35.53,33.86,40,40,40,A,Olfactory receptors,1.094293701,0.03125,2.394957409,0.163799175,0.03125,0.03125,1.117287138,0.692554734,2.203810232,0.03125,0.03125,0.03125,0.13,-5,1.26,-2.61,-5,-5,0.16,-0.53,1.14,-5,-5,-5,0.845418766,0.072928116,-0.331666667
P17,Olfactory receptor 350,Olfr350,38.02,40,36.69,40,40,40,37.99,37.02,37.15,40,40,40,A,Olfactory receptors,0.123279088,0.03125,0.309926925,0.03125,0.03125,0.03125,0.125869444,0.246558176,0.225312616,0.03125,0.03125,0.03125,-3.02,-5,-1.69,-5,-5,-5,-2.99,-2.02,-2.15,-5,-5,-5,0.622580762,0.205804303,-0.425
P18,Olfactory receptor 412,Olfr412,35.84,40,34.56,36.2,39.43,37.07,36.65,35.45,34.25,40,40,40,A,Olfactory receptors,0.558643569,0.03125,1.356604327,0.435275282,0.046391362,0.2381595,0.318640157,0.732042848,1.681792831,0.03125,0.03125,0.03125,-0.84,-5,0.44,-1.2,-4.43,-2.07,-1.65,-0.45,0.75,-5,-5,-5,0.701552798,0.153939639,0.541666667
P19,Olfactory receptor 357,Olfr357,34.74,38.66,33.8,40,40,37.27,35.69,34.46,33.3,36.1,37.37,40,A,Olfactory receptors,1.197478705,0.079109787,2.29739671,0.03125,0.03125,0.207329886,0.61985385,1.453972517,3.249009585,0.466516496,0.193445624,0.03125,0.26,-3.66,1.2,-5,-5,-2.27,-0.69,0.54,1.7,-1.1,-2.37,-5,0.404353284,0.393239025,-1.258333333
P20,Olfactory receptor 11,Olfr11,36.82,40,36.85,40,40,40,40,36.8,38.36,40,40,40,A,Olfactory receptors,0.283220971,0.03125,0.277392368,0.03125,0.03125,0.03125,0.03125,0.287174589,0.097395572,0.03125,0.03125,0.03125,-1.82,-5,-1.85,-5,-5,-5,-5,-1.8,-3.36,-5,-5,-5,0.779595551,0.108130648,0.248333333
P21,14-3-3 protein zeta/delta,Ywhaz,17.88,20.43,19.87,17.06,17.45,18.1,18.69,18.63,18.91,16.33,17.42,19.19,,Reference genes,142440.5119,24322.43418,35857.816,251465.3333,191900.6403,122294.5003,81245.48382,84695.63511,69754.56428,417090.232,195932.8807,57449.23255,17.12,14.57,15.13,17.94,17.55,16.9,16.31,16.37,16.09,18.67,17.58,15.81,0.713536289,0.146583935,-0.27
P22,Beta-actin,Actb,18.21,23.81,20.52,17.72,18.2,18.56,19.3,19.86,19.77,19.59,17.22,19.51,,Reference genes,113316.624,2336.28409,22851.48023,159146.9519,114104.8034,88906.4212,53231.77305,36107.22684,38431.45562,43538.37676,225067.7778,46020.84969,16.79,11.19,14.48,17.28,16.8,16.44,15.7,15.14,15.23,15.41,17.78,15.49,0.780859715,0.107426982,-0.295
P23,Glyceraldehyde-3-phosphate dehydrogenase,Gapdh,18.91,26.18,22.88,18.96,19.98,20.18,22.34,22.45,22.72,23.2,18.89,21.51,,Reference genes,69754.56428,451.9439341,4451.265997,67378.46774,33225.42423,28924.41178,6472.018427,5996.895011,4973.342246,3565.775107,70728.30171,11505.21242,16.09,8.82,12.12,16.04,15.02,14.82,12.66,12.55,12.28,11.8,16.11,13.49,0.62339933,0.205233669,0.67
P24,Monogalactosyldiacylglycerol synthase type C,MGDC,35.18,40,37.91,35.86,38.32,40,38.17,40,33.86,40,40,40,,DNA control,0.882702996,0.03125,0.133046273,0.550952558,0.100133735,0.03125,0.111105335,0.03125,2.203810232,0.03125,0.03125,0.03125,-0.18,-5,-2.91,-0.86,-3.32,-5,-3.17,-5,1.14,-5,-5,-5,0.556509016,0.254527795,0.793333333
